query_id,product_id,label,hybrid_rank
96362,B00PQ5WZSE,S,
19867,B00RSIHHI0,S,
105301,B01G934L2O,C,4
114565,1087454689,C,2
95335,B088F459KC,C,4
69593,B09CKP1FVB,S,
29734,B07BWV24DN,C,3
99406,B07C22SN95,C,8
31555,B079QMWF72,S,
83702,B07FF172KL,S,
31972,B07PQTPMGN,C,2
51025,B0861BY9PJ,C,7
65572,B09685KHP3,I,4
62686,B07SG15148,E,
510,B00HHGT34E,I,6
6511,B00A3M0N5M,C,9
44353,B0895WT7NQ,I,2
48900,B009G569DC,E,
28901,B01M67DBG6,I,3
80472,B089CKBG7D,C,7
48595,B0797MPPZ3,S,
93172,B00JG7Z396,C,5
85554,B06ZZZWYFK,C,2
1389,B00AXRBK72,I,2
72441,B0861N4NNF,E,
19676,1632531402,E,
48652,B093P4M9HD,C,7
4903,B08SQ95HZD,E,
24526,B086W88CR5,E,
25034,B0777S5TGW,E,
3809,B07VM92QSP,I,2
38139,B076FW5KX9,E,
20972,B095DDZG7V,S,
68562,B08GC98KPZ,C,2
1494,B08ZN3LT5Y,S,
11583,0316538973,I,4
45848,B078S5HLTR,C,9
51288,B00KC4MBHY,I,6
49645,B07MQXNZZN,C,2
66964,B002YLHZ0Q,C,10
13614,B07SHDQXWJ,S,
27100,B0021UNLIU,E,
111119,B01N9RYIKI,E,
61581,B072K1N6PN,S,
20295,B0766M9SVY,I,5
46194,B083FD2X9G,S,
113666,1565238877,C,1
63063,B07SJVFH6Y,C,17
1274,B07TWNLVXM,S,
36512,B091BY5FX1,E,
101053,194959520X,S,
27877,B07DPMBGL2,S,
106539,B0792PL167,S,
17129,B0832FKSBM,S,
82880,B086VRS57W,S,
3076,B005IQ4LJW,I,2
9324,B00O4UQ7JU,I,7
11237,B004OUFNZY,E,
74392,B00BC37CHS,C,4
48656,B07T8YDQB4,I,5
86559,B000GU9X6G,C,7
65561,B07JMTQQFF,S,
103680,B017V621XE,E,
52813,1726694224,I,2
86446,B07XX6732L,E,
61953,B07W6X8FB2,S,
34077,0756658691,E,
9689,B01LXJFMGF,C,8
56712,B075FND17R,S,
5518,B01AFLKH0G,I,1
31872,B002WKK6WI,C,2
5414,B09DY9P8Q2,I,4
115172,B07L9Z9YNN,S,
10631,B076YXJD81,E,
11039,B00020LZAC,C,7
63505,B07CGHB4F9,S,
97930,B08C733V77,C,16
68427,B01H2KCE3Q,E,
95660,B078VBVVMW,S,
86643,B084T8ZLXH,C,2
62286,B08CSNQNKB,S,
65898,B07Y5LVD1N,C,2
59669,B07DW1NF98,I,7
5,B08Y8VX63W,I,1
75746,B07GH6WX29,I,3
96748,B07DKH28FM,C,3
36614,B079S8K1RP,C,11
1720,B07SH53PDM,S,
26479,B07KXTT1SX,E,
31508,B00JH127IQ,C,4
35311,B07CB317QW,E,
48055,B0719S4DNS,C,5
4171,B08B3D92CJ,I,3
88276,B01D1J2BW6,S,
38019,B07L9PP8BH,S,
101971,B002WPMEW8,I,6
61505,B074882MTM,I,1
76903,B07T4KJFRY,S,
47449,B07RNKHMT9,S,
9897,B07T95GP3D,E,
46343,B073NYWNS2,I,5
29816,B099NB3BMC,I,5
45920,B01IFBPX7A,E,
36821,B07G7GYFYJ,S,
50847,B075B4ZHMG,E,
62347,B004Z564BK,I,5
105359,B01FRLDP26,E,
88076,B07PSKL8RK,C,4
113952,B07VVRZDLY,E,
85571,B00RN8AMZU,E,
1441,B08BY9Y66P,E,
14789,B01LYGXUDK,S,
69008,B00C176IEW,I,6
57937,B07ZHTW5CW,I,6
82192,B006H42WWC,C,6
72202,B07PJVVPC5,C,10
104491,B07WC993LP,S,
107700,B01GP63ETQ,C,1
107154,B07KVRNTZ8,I,5
48650,B00NR370AK,S,
81280,1912128918,C,3
66197,B08CD94K5V,E,
52169,B004BQ4PBY,C,2
46468,B01KE5M36O,S,
3969,B01B45UG1M,S,
100835,B078N4D65J,E,
33995,B07N39627C,S,
102821,B01F63VCKM,I,7
112384,B073QFKRPT,E,
3539,B07HBHV6LV,C,14
100955,B01AXPIF5I,I,5
112735,B07KWXLX73,S,
29423,B07FRDK729,E,
27336,B07PWCTLCW,S,
834,B00G2VMXCO,C,15
6932,B07RPBNNZ3,E,
104031,B078HC71BG,S,
105629,1425889883,C,11
57950,B07TDP5V6P,I,6
16261,B07QWQ5M6Y,S,
91524,B07SHCCRJ6,E,
78186,B00OWM9Y4K,S,
63297,B00Z0UWV3O,C,1
19454,B07GLK88YV,C,8
113431,B0822B3V44,E,
39970,B07N2897CX,C,5
74797,B001PO29TA,I,3
42139,B0090C7A5C,S,
26565,B07NPHQ51C,I,1
36229,B087V5V9DJ,C,3
3620,B086MLPLJJ,I,2
52432,B07YKMZR3P,E,
57267,B003YFHN8U,C,1
59204,B000CMSBCU,C,1
47355,B07RDQPGCZ,S,
52081,B074KNV9KW,C,9
67760,B07NBWG1M3,S,
53426,1656906708,C,1
7376,B08DTM19X3,E,
81394,B001QKLNPY,I,4
20038,B087BZN95R,C,5
76529,B07P684PVV,C,10
8167,B01CWKXEDK,I,2
81546,B07QY557RF,I,5
82015,B08DQQBKBD,C,10
110249,B07L26RJH1,S,
5095,B004QPWAT4,I,5
9803,B07QKD8WSY,S,
51940,B003A4JFUE,E,
49552,B07RS9DKVB,S,
20314,B013YH1VJY,E,
55310,B018W2EH38,C,5
59938,B07S3259MB,C,2
641,B078S11QWJ,E,
110316,0393692515,E,
111041,B07RN43X8T,C,3
70567,B08XX8Y5SX,S,
62384,B076ZYHKF2,E,
48332,B0147R9UFM,E,
91347,B0784ZCT1L,I,3
15263,B01LQ95IFA,C,9
20875,B08941MYG2,E,
104832,B007WVCDO6,S,
86469,B07B7VNK2J,C,1
111520,B07LG1GD1R,C,3
99410,B000HWJGEW,I,7
98565,B07B8WFK1Z,E,
3078,B08QZXWT4J,S,
19522,B07DHCNFMB,C,11
25415,B076NB4P22,E,
39522,B07S427CF9,I,6
87402,B016MV2PBC,I,2
83254,B08K3NL2S7,C,7
69008,B00D39X5WA,I,5
860,B07KFNBH1W,E,
201,B07SRRPHX5,I,4
41450,B099549W7R,C,13
20486,B00UVHOE9K,C,13
70701,B084JKNLSX,E,
50175,B09DPQWHSV,E,
24143,B08V4DY932,C,13
75801,B08P444ZMB,S,
1415,B07H3TXKHF,I,2
99473,B07PXCD9TJ,E,
3270,B08C7G2CS7,C,7
1015,B07LDVXK4Q,E,
101443,B086C682FX,S,
19242,B08FCW4N3Q,E,
22935,B06XCMKTYQ,E,
75,B008DQ9VV2,C,1
81933,B08166RD99,E,
66282,B0042SR4BY,S,
5947,B08BWS4N4L,I,1
80614,B07YMNVXVV,S,
80306,B01N7UIW64,S,
17905,B019SKAKFC,E,
108303,B075K2P23P,I,7
13439,B07XFPSZ58,S,
58035,B093FLBV7N,S,
41408,B08469C1QK,E,
2941,B017VJOYJU,C,7
93689,B073GW5FJ1,C,1
43988,B07PQDFPM6,I,4
43166,B07BT4V1YN,I,6
59976,B07QB8DLF6,S,
111222,B07PK5Z73S,I,6
792,B07PLNWF2H,E,
78405,B000E65OK6,E,
82648,0071840591,I,4
114283,B07L5TX5TH,C,2
412,B08HR4SNN1,E,
66397,B0829Q58GP,C,3
28620,B07JN4FLZW,C,2
29644,B077SYQKVY,E,
26274,B003DLJG44,C,3
19029,B07YYZKCWR,S,
17232,B00NOKWUYW,E,
36479,B000I9WW72,S,
114253,B07G3HHSBF,E,
85554,B072B8N7YV,S,
8631,B082LR3VT5,I,4
92680,B00UFG81IC,S,
37198,B07NRBN6WG,E,
86061,B071RH4Y9W,S,
20566,B001G42Q4W,E,
17860,B001OR7ACE,I,2
85625,B00KZQ5RFW,E,
1625,B08ZMKNRJC,S,
5100,B00MVAF1BA,S,
22828,B00R63HI9K,I,6
81994,B07RP5R18J,S,
65752,B002KV1MJU,S,
25319,B085CMM4R9,C,3
105474,B01GG2O2B8,I,8
24530,B00A2TUAUO,I,2
30188,B01HEXF7H6,E,
40841,B07GLVFVBM,S,
102636,B01CXKUJAK,I,7
100395,B016Z2FA92,E,
75416,B003JFMZ7O,C,3
86866,B008AXYWHQ,S,
26382,B08RD5XGBP,E,
21258,B01M6WPK1A,S,
79397,B01ASIAW4W,E,
51097,B00KTJA73M,E,
104,B07GH6WX29,I,2
110648,B00GSVK0K0,I,4
3093,B07KYJ8D6V,S,
561,B07P6HMWKF,I,5
10820,B000MLL6RS,E,
17754,B06XRSZX24,I,5
12023,B00IRKA564,E,
43665,B07WP9QB5B,I,1
22991,B008NDG1YA,C,10
98678,B07J1PGR46,S,
37362,B07RS4K4PN,C,14
34685,B07L4ZB8MP,I,1
85272,B071JT2HCZ,E,
105656,B07RSF528N,S,
72810,B07WJG3PFL,E,
38779,B07QVCZQ7N,C,12
19301,B088D6VLTH,E,
940,B081J29V6T,E,
64899,B07PZ6CPLH,C,2
113446,B089DNK14F,I,8
51,B08HSLC66R,I,4
111041,B07PMHHH7C,C,5
1031,B00X02DG92,I,1
49434,B07XDWQC24,E,
63785,0847868273,C,5
104073,B06WLGT52S,I,7
40975,B08CLD42V7,S,
36658,B079TDDYM7,I,2
102004,0471677914,I,4
3568,B07B5S9GC4,I,4
56026,B00023S8IQ,S,
55194,B07XK16JN9,E,
62167,B00IYWZP3I,C,7
17705,B07YW6Q8NB,C,15
45075,B09JBQDHK1,I,6
36578,B08VHQHPSB,C,2
38740,B081JB81L6,C,16
1441,B0785JVT1S,S,
109044,B01CH0BG7G,C,2
17707,B07D26DW3F,C,14
12339,B091BXFKRB,C,1
37857,B008DG7UCO,C,5
14816,B0084VC5N2,C,9
21064,B007AGA9GM,I,4
91356,B08XTGT9J1,I,6
55356,B06X19FVN8,S,
101077,B00XZZJERW,E,
29350,B086VDGB9S,E,
91233,B07Z8FX2T8,C,1
55646,B07DHF4D6V,S,
109266,B0817GZKSH,C,6
1772,B018JOIXWA,S,
49424,B078W67DWS,C,2
95490,B07KVQMZL2,C,10
10181,B0817JQR9J,C,3
114977,B083GBVYCL,S,
81720,B0169FBARQ,C,1
90,B089LKGWDH,E,
99738,B06Y5NS4F9,E,
90200,B07XX8FVVC,C,6
1002,B00004RGB7,S,
79595,B08BYJCQZS,E,
23725,B074X7K2Y3,E,
72954,B00U24CX9A,S,
14725,B07DLD4NJ1,I,3
835,B07QDZQX2L,S,
112220,B08H855DNG,S,
1279,B01JYQLUOA,C,5
74194,B07TDQNCZB,C,5
114638,B07QY6NCDV,S,
13657,B07B6NP36Q,E,
56876,B075ZW9B4C,C,2
33905,B091F3VP2W,I,7
106914,B01MQMT7VJ,S,
69186,B07SL25J5J,S,
81663,B00ILK6IS4,E,
115362,1585363030,C,13
73179,B096K8L44B,S,
43012,B07HRGB6GP,S,
6429,B072JS92L5,E,
69417,B005HEAA6I,S,
55395,B000M2AAA6,C,3
5343,B079N4DM13,E,
20455,B00ABKN3RQ,S,
1016,B06XQKHWGV,I,8
18274,B00Q2FAEYO,C,2
26918,B0057JA1QC,E,
106248,B07TV1GFPK,S,
42304,B0002AT9EG,C,9
2168,B074W9ZZVX,E,
2549,B096RVMCDK,S,
67265,B076XTCKLG,E,
1628,B08DK7HWTK,E,
11314,B074L83872,E,
57378,B07YSWK7GT,E,
46539,B07VRDWQ6L,C,3
110327,B07DVCQBDV,I,3
2022,B07TKDCWPM,I,2
24530,B072KGBKXP,E,
50944,B00AI6QCM6,I,1
70859,B086NTR5VB,C,10
62330,B003XDIU30,E,
95398,B01IWEY7S6,E,
102523,B00QN5SVUM,E,
8093,1626347670,E,
57130,B09HK5LLGX,C,1
76452,B079LXG8XH,S,
55012,B095VQF4QG,C,12
36011,B004OI7H7S,C,9
51244,B08LW2CQMY,E,
78807,B07TKDZ9YR,S,
115576,B07VFBJDHG,I,3
49659,B08ZMYLRYL,C,6
114343,4047333670,C,15
94065,B01F377ETO,E,
68990,B0011NODQ2,I,2
32772,B07WLTJM7Q,I,1
99354,B081ZRLFT7,E,
2161,B07FMPYMHJ,C,17
115341,B00NWFE03S,I,4
66907,B014XQZ9AM,S,
53212,B008FM7YLI,I,5
25128,B072L7RJ7M,I,5
78,B01GPJDVQE,I,1
24327,B072S7WKXF,C,2
14984,B00BWIWW1Y,C,16
45132,B07XWQ9C36,I,6
54574,B07TV2136H,C,10
68091,B07FVHX5F7,E,
40969,B000JPGL3Q,I,4
35883,B07B68NP1C,S,
7841,B08541MRJY,C,6
27494,B07R79BNT2,E,
1596,B07BP4724N,E,
28723,B00QTWVJJ4,E,
110198,B01H42PDYO,C,12
98845,B07NMV4RT2,E,
38651,B00Z1KR35O,E,
1653,B00004RG7X,E,
38434,B078TD3DCZ,C,6
12018,B008VUMJ9Q,I,4
108076,B01N3KTZYX,I,1
3976,B07GKVNH2V,S,
7604,B07M9TGGSF,C,2
109597,B07HR71V5F,E,
90533,B078H9GNKY,E,
42046,B07MGHYN8Y,I,3
23930,B07NKZP1J3,S,
25009,B07YLZSPVD,I,1
114005,B07X23FTS7,C,1
75670,B013WPTZ1O,E,
20713,B01JCZTKIQ,I,1
73833,B00L59D9HG,C,14
84623,B07SHRMZTP,E,
35123,B08J5S5DD2,I,7
38813,B07ZPN2VDB,E,
1214,B06XWJ2K7B,C,13
62245,B01BN0MJZ4,E,
56724,B07GSS4GW5,C,2
80135,B01CZO5GWA,E,
88200,0060937998,I,1
111116,B0782F5FGS,E,
1942,B07GBRJD2X,S,
34522,B00CJQ56AW,S,
22645,B078WZJFFC,I,6
1912,B00HPYAFKY,S,
5156,B01N5C424X,S,
5214,B003IWYPXK,E,
93337,B07N4RTB3C,S,
110102,B07CBV8BTK,S,
70567,B08GP6SN74,S,
63905,B07GZTZNFH,E,
115813,B00PUTEZNE,S,
53388,B07D4YW5HR,E,
43603,B01JLDZ2HC,C,1
17445,B07SL3BDF9,E,
106849,B07WG11CYQ,C,17
67470,B07MBP8VMY,I,2
37049,B08B1N99RR,C,5
66372,1250035856,S,
107923,B004P3P2U6,I,5
60475,B07XNNMB45,C,8
35813,B07HFKX16Y,E,
69678,B08DLNG7Z3,C,9
25261,B01K5IAAHO,S,
67662,B07FLWHBLS,E,
100011,B086631KR8,S,
10867,B088BC5HMM,C,7
79,B092LKPTXG,I,1
41695,B07Q12WYZ3,C,16
88390,B00UKHWIVM,E,
87930,B001AQZI64,I,2
19238,B00OG4UFU6,E,
87665,B091NXZSBP,S,
56761,1409191621,E,
49232,B018A39414,S,
86231,B07DR996H1,S,
66627,B01LXPQXEK,C,1
414,B07D7WM1QH,E,
89549,B011CRO9IS,C,11
66201,B0083LVVQA,I,2
90979,B07F1W56RS,E,
81558,B0752DP8YB,S,
1187,B00PX95KSK,I,1
69275,B092XMJZC2,I,2
68330,B00BJJWJUA,I,2
110380,B088TSR6YJ,E,
1814,B01MD1RZHR,I,4
51081,B076HTN6M4,C,2
96352,B0184BHTPU,S,
7866,088141249X,I,4
10886,B078LFQK3B,C,13
432,B07TJFRB8X,I,1
6717,B072BVXTQL,S,
106461,B072F4YNRS,I,3
93570,B019OEXZMC,C,7
89786,B07KVWKXHN,I,2
73193,B01EX9GCXW,I,4
31791,B00GYHDV7M,E,
15795,B078NLCR7C,S,
69191,B009NXECK4,S,
99094,B01BYI8R1K,C,5
9871,B084VNSMPP,I,7
89434,B07GSGN2GS,C,1
33464,B07YJW5BHF,I,4
35742,B010A5J4O2,C,7
85337,B072SST5YS,E,
5037,B083FX5TGG,C,1
45875,B07DPGFLD9,S,
70397,B076HZQ2TH,C,5
46825,B07DZ3BC7Q,I,4
36657,B07GKY6QV3,S,
73740,B07SXDCJ8Y,S,
7214,B00WO2SBPS,C,6
98427,1984817426,E,
40839,B07NR4X8PY,C,17
69456,B00KH9PR48,S,
14582,B07T46RXNN,E,
24018,B017R71Q8S,S,
98057,0865715084,S,
57578,B071P9BXDY,I,6
112445,B07CT3JMD9,I,7
26836,B00MJU22WS,I,1
68346,B07L6PQC1G,S,
102100,1578636124,S,
60508,B07G12HV1B,E,
28334,B07WNGN9X4,S,
88046,B0725W7B65,C,7
573,B07ZJGMCJ5,I,3
90747,B0757RKM6R,C,1
19643,B07D7FJFHF,C,1
34033,B01NAFNJ02,I,4
58029,B085ZTJ9VF,E,
27228,B076JK8L5S,I,4
82961,B08HRB8KPH,I,4
110400,B016M5A2VS,I,2
113661,B07YRWL627,I,5
65439,B015KF1ALW,E,
60478,B08R6VW3VW,I,3
55224,B0009RUZ86,S,
108761,B08MW38QPR,S,
115666,B07KFPLDGB,S,
7276,B09CPLGV4H,E,
92083,B07C32SYW7,I,2
75730,B07TLYBTJG,C,14
83933,B06ZXTGFDR,E,
85706,B07VK2FJK7,I,3
82993,B091LCN8JD,S,
68623,B08NPCY5P3,E,
106085,B07NCBFRFW,S,
112220,B01N7RGV3H,I,3
69702,B01ITGEVV0,S,
69382,B00OZSMKRY,E,
31627,B07ZT996BF,C,2
71250,B08CSJ9KKL,I,5
5864,B08MV78MD3,I,1
50071,B081C4WVG5,C,2
12237,B0865R5H82,E,
114786,B08WYSZTBJ,S,
37262,B08Z31HJ86,S,
20938,B07MX5SP96,S,
112686,B07Z46B1FB,S,
34741,B07756G26Y,E,
79521,B07KFHWD88,E,
74043,B07BHV8DKG,I,1
101196,B01BHCGU9E,S,
71248,B079TC31WG,E,
68454,B07QQJTWXX,E,
81740,B00K5U2XYG,C,2
67514,B07Y5P186D,C,8
61769,B00WKST5X8,C,5
42772,B015LCETIA,S,
70728,B074Q73H5V,E,
53465,B06Y1MGQXJ,C,8
22307,B01LWQ0ORJ,E,
7845,B0759J2NDC,C,4
5283,B08HRN4LTP,S,
82026,B00KE233Q2,S,
37533,B07VRMQHZK,I,5
51333,B07NSR2ZPY,E,
6789,B07D9LF4TL,I,6
71644,B000G6ZEUO,E,
101001,B07KDNXQC7,C,1
65575,B08DKWKCD2,C,1
36281,B08NF11PNS,S,
23865,B06XNNW4GL,I,3
104847,B088T66BL2,E,
113558,B00I4Q71XG,S,
91846,B07VQG3YZY,S,
74141,B08HH6G48J,I,3
94862,B00KCWAMGS,C,11
1216,B005KDD360,I,4
107,B000XEC01A,C,1
1745,B0042P6KQM,C,5
92488,B08JYCJPJR,I,1
31431,B002YLT47I,C,3
102153,B085RT6QPR,S,
13177,B01IT3VY54,I,6
56323,B01GIFI56G,C,4
418,B00807U22G,C,1
115088,B07HFHNZWW,S,
30803,B079L624WK,E,
20729,B072YVWBXH,S,
46912,B07QHG8HW8,S,
10118,B00BJH02EC,C,2
115921,B00TIRQGVI,C,2
83928,B07NSLR4NG,E,
63302,B01960J1YU,C,1
90871,B07FP2GB7Q,I,1
69193,B00LCU7I20,C,2
77876,B08WJ14ZYR,C,4
113597,B0784315XK,C,12
94988,B00PVX6LAO,I,3
114693,B000BT0Z9Q,S,
51045,0760357862,C,1
6342,B01LDEZ2OA,C,4
72244,B083M9P8V7,C,1
96507,B0793QFP69,I,4
3078,B07BNBGKLS,E,
9760,B07W3GDZM2,E,
115766,B00WHA3X3M,E,
109794,B075QC4X8X,C,1
66163,B081684251,S,
58370,B075NMNV34,E,
39295,B08H3X26L9,S,
115666,B078BBYNLC,S,
67678,B0932V8T65,E,
19865,B078WFTYH8,S,
49522,B00TKV4UNS,I,1
9804,B075NFX24N,I,2
1501,B07CMNW7GD,S,
75754,B07Q2MYLCL,S,
25415,B086CBWB2N,E,
83511,B072J77FVC,S,
96676,B08B8RSFMK,I,1
53738,B07WK5THPS,C,2
64686,B0795XSYZC,S,
28010,B006S826SW,E,
114882,B077365MJS,I,2
88200,3775745394,I,2
74562,B07JPLY34L,S,
77190,B071Y83DTG,I,1
102072,B08573QVVN,I,1
73894,B0882SJ9H3,C,15
77132,B0768NV5L5,C,1
3066,B07BLXW1ZS,I,2
51574,B07MQ84KNW,E,
88682,B088TQFC92,S,
53592,076435129X,I,2
41314,B00GLL2NG6,S,
5485,B08K8HZRFS,S,
94017,B008D2TUCG,S,
97187,B000E26JT0,C,11
72435,B077ZCDNPR,C,13
46157,B00HJ6ZY04,C,2
68108,B00OAOANYK,I,7
55,B07TTTLXV2,I,1
115921,B01DSYJFZ0,C,3
15256,B01N1RRFSC,I,7
31774,B07N9B3RNB,E,
50775,B0086D593G,C,1
89314,B00L8KP12S,C,3
89703,B08QFWBDMZ,C,3
11832,B01N4H4U2N,E,
