query_id,product_id,label,hybrid_rank
91910,B07TT8TL1B,I,
149,B08R2Z7D7G,I,
51115,B0885RR1MW,E,
56346,B06XPSCJLC,I,
62359,B00SYN288C,I,
72722,0895770598,C,
50573,B07R74S4ZM,E,
91632,B07TY3HF1C,I,
36561,B07XMN3SK6,I,
54143,B07N929634,I,
11248,B08KXST16C,C,
9057,B0825SCYB8,S,
35634,B07BKRFHMQ,S,
53120,B000QE7DZ0,S,
41060,B084TQSFK4,S,
102152,B00KXSXQ7I,E,
92088,B088D2BG66,S,
7878,B08132QTBP,C,
41617,B078RCLMSL,E,
27110,B0762NJD1F,C,
45999,B079WWFZY6,S,
62626,B07VVBLHFW,I,
84039,B07XH4V5KR,C,
10631,B076YXJD81,E,
8624,B003VNKLIY,S,
60658,B06WLMCG8M,E,
5647,B086SLBYMC,I,
40141,B07JH58C81,C,
28465,B0757HLNLJ,I,
1877,B08B2VCS41,C,
1935,B01J9QVIR4,S,
9642,B085KZP7KX,C,
114034,B015HJJM2K,E,
46323,B0831DH969,E,
92942,B004AC6UOO,E,
34400,B07HBYGJCT,E,
958,B07S7VBHR2,I,
53214,B08XX261V7,S,
20025,B002DW0INW,C,
75488,B07WC6YYJZ,I,
18976,B087JS8YQM,E,
35226,B01FXZE3NG,S,
50539,B077WYF5TW,S,
11245,B06XY1PY6D,E,
49269,B073V53X2Q,C,
32,B07D8WWYDV,S,
2937,B077V2B6Z6,C,
105326,B073Z285XZ,C,
18931,B07G3S6VL1,E,
10886,B078LFQK3B,C,
113403,B003DNR3AG,E,
1277,B079H93J5N,E,
95090,B00G4CIG7M,E,
37249,B07DNZP4J1,S,
25046,149644082X,I,
39295,B005FH7BD2,I,
81666,B07G1G66CC,C,
3480,B07M5HQKGX,S,
92108,B07HVRVJKY,I,
41284,B07V34DVVB,C,
34515,B08R9SN8B3,C,
81663,B00ILK6IS4,E,
77243,B01D98NOVG,C,
43937,B06WGS47NG,S,
16691,B07D753NR2,E,
17752,B07L9H6KKG,I,
94245,B07FKR6KXF,I,
106966,B00SOYXJ1Q,I,
103835,B06X99FDT7,E,
108618,B09C1B4BBL,C,
17156,B079TK6ZS1,C,
17778,B003X1SJ7Y,C,
76588,B084LJZVH7,S,
15237,B07P24BV9S,C,
17596,B082HY8SN3,C,
114166,B07XZT24B8,C,
95875,B07CL2HN14,C,
76644,B094YBCNR7,C,
109802,B089XY4MPY,C,
44574,B00UZ89SZA,C,
62182,B08F4ZSTH2,E,
5656,B07JNCC93S,I,
50851,B07GS9MPY8,S,
94565,B07NKQCD4D,C,
1701,B0000DAQ93,C,
16829,B07HH756N2,S,
50053,B07NQ7F57F,E,
7031,B07DF83HK7,S,
49550,B08RJCJKDB,C,
63557,B07MZPB62M,I,
83735,B0752VD9BQ,I,
45346,1501154656,I,
113446,B075FDNNDJ,I,
100934,B07KRJS6RT,I,
6319,B07RF1XD36,E,
75488,B07WC6YYHW,I,
53465,B06Y1DGLKG,C,
63950,B08BR1XGKV,I,
90871,B07GVRL7V9,I,
97595,B071GPFWWC,E,
82879,B07KPQRLS7,E,
2058,B07BQWVDWD,I,
37779,B01BZ0LXL8,I,
10966,B07SPZTTJ8,C,
113601,B00FZ9TN2C,C,
13319,B081D9LB74,S,
99734,B00FKKUZ0K,C,
12196,B076L1JDQ4,S,
40765,B00ASP3YZK,C,
10420,B000ZMD5I2,S,
16328,B07TXG77SW,S,
109740,B017PFD8OM,E,
52432,B07YKMZR3P,E,
109636,B00I38PCKE,I,
14078,B07MJP4ZQV,S,
94172,B0793QBWBD,I,
91144,B01KBEOM2G,I,
105557,B07BJ495GL,I,
36458,0761160957,S,
43061,B00S0YA5GM,E,
98813,B08F6YWTF6,E,
44720,B087MW7R4Z,I,
101072,B00A180C3G,S,
3436,B001PT6TZK,E,
103568,B07C2CCMN8,C,
2605,B0007XXPUM,I,
6963,B00GD2QNUA,S,
33723,B083192L2R,S,
20566,B0007A2JF2,C,
52034,B00JP6HQBG,E,
62822,B08FGVZQW5,E,
21870,B083RKMW91,C,
66430,B08GG3MZ53,C,
4505,B075PPMVCT,I,
77351,B076BTX8L3,E,
2823,B000HE57JS,E,
52199,B00LUA11F2,I,
100303,B005H7DRQA,C,
50184,B000OYJ9AO,C,
25584,B00VVWIDJG,I,
56592,1416997458,I,
55011,B00KCL1222,S,
55799,B075FJM9KH,E,
12358,B089DR9QH2,I,
73285,B07K6H6K43,C,
92839,B01MSAVJ5W,C,
9318,B075D8483P,C,
62518,B07NST28Y3,I,
83992,B08T1R3WYQ,C,
25099,B07FV64QLX,E,
51002,B091YBYPN8,S,
112213,B07Q424WFW,S,
19284,B07G7X9MSZ,E,
40175,B004R33U1C,C,
44692,B01KR63NOG,C,
54972,0132944103,I,
52323,B00769RHK4,C,
23597,B074S2H4H9,S,
70070,B07Q31WX1C,S,
52234,B07XMRQZGM,C,
71746,B07PZ6X3RV,S,
689,B092QBY9S1,S,
104146,B01N27WI9N,C,
549,B01NCWGXHK,E,
52251,B07PDCV5GV,C,
53890,B07Y4R4WSZ,C,
889,B07YM4YHVY,C,
47115,B081KZ538D,C,
70835,B007T6QSDG,C,
4226,B097BF2FRZ,S,
51094,B00GNMBYF4,C,
77291,B0166CQ4HI,E,
68008,B07D1L8M13,S,
130539,B085NMRZC3,I,
55175,B07NLDX7D7,C,
14582,B07QD624QZ,I,
63871,B08BRXNBG6,S,
383,B07FN3LGGH,I,
29394,B07NZ6RQ8J,I,
51506,B07SRK6M9G,S,
105123,B004UHY2TY,I,
87671,B00J5S8XXY,C,
47578,B0765BJV74,C,
76293,B00J86E5JE,I,
4991,B093SMYVFN,I,
58987,B00TI4XFA6,S,
35089,B00NWFKFBE,C,
92128,B00412N97E,S,
51574,B07KWZ5798,E,
5705,B01MG4F074,I,
8249,B00RKWAK60,S,
90712,B000CISZLG,C,
32640,B07ZG7CHJB,I,
79696,B004PVLWW0,I,
105960,B07K3275ZH,E,
37795,B014F0QL3K,S,
35813,B07HFKX16Y,E,
96391,B07NNT7TL5,E,
111749,B07NXXWZGX,S,
74667,B00JRW7QCC,C,
99926,B07Z9WT7PK,C,
71697,B07MBZYGX6,C,
8962,B0871ZMBP1,E,
56033,B084R89M9Z,C,
107519,B07HVFZ1Q1,I,
19958,B07L6KTGDS,S,
59108,B07NC56VRX,C,
13840,B00N5TUVLQ,C,
4167,B07H2LCXY3,C,
4672,B078HRLFHX,I,
72050,B0962P7HPC,I,
100994,B016BWH2HE,S,
50877,B07JVPD7JS,E,
33226,B07MJLD9VT,E,
66643,B07PN7FB1R,E,
105421,B07DD4FKP6,I,
34045,B07VZXD48R,C,
51067,B076STQHD8,C,
109194,1589470095,I,
104714,B07XG9PRR8,C,
32802,B07FKNXDLJ,S,
70304,B0177EV7E4,I,
9994,B00HBYV2DC,E,
43104,B00L2CS994,E,
37882,B07Y926M1G,S,
31555,B079QMWF72,S,
13881,B07RW7JNXV,I,
53455,B082TRTFKF,S,
55080,B08545RJSP,I,
1297,B07558553P,C,
62563,B01A0EMX6O,E,
29153,B07C5LXPLH,I,
54805,B08C26FQLC,C,
22320,B00SL11US6,S,
947,B00GMSXS30,I,
43012,B07HRGB6GP,S,
99545,B07G5G8TKT,C,
83288,B00EZWKCVG,I,
99007,B077JGN8CG,I,
67303,B0051NGG5O,E,
69141,B07BXHRBQ8,S,
80135,B01CZO5GWA,E,
95557,B074ZHCLMD,I,
89093,B01E4YVCOA,C,
77479,B07D29QNMJ,C,
67060,B07XHRDTMW,E,
90,B08B418VX4,S,
54000,B083V2T324,I,
20483,B07X97CH51,S,
99550,B08XWPTRDK,I,
9792,B081CV51JG,C,
93541,B015DEYJJU,I,
37062,B08T25Q6VX,E,
5426,B06XV8T6JT,S,
104146,B00838IEL8,C,
8391,B000I2PONS,C,
63235,B000669482,I,
83707,B01C7KJSKI,I,
52775,B08QR92KLT,S,
88731,B07KGMQ7K3,E,
25371,B004IZ0GJI,I,
22603,B01LI0GEUA,S,
410,B08BBGZ3R1,E,
86231,B07KQX2DTQ,C,
3945,B076KPYYPC,C,
56713,B09CYG7635,E,
99778,B00LMD06WQ,C,
50717,B07F3918Y6,I,
40490,B07ZKCV5K5,C,
88841,0903515083,E,
103115,B00KNO7TZM,E,
64737,B07M75GKBB,S,
33935,B07WZPXHV1,E,
95233,B07G9Q5TWX,S,
77876,B08R89VCVC,E,
4147,B00D5X791C,S,
33528,B07R47XMVK,E,
72044,B01EBC1NQ2,E,
45075,B07RTXRWV8,I,
6703,B077PDSMFF,E,
1769,B08S329VBL,E,
99204,B01B87TMOS,I,
4962,B075F318FF,I,
16430,B07H9NWGVC,S,
106021,B07X8NS792,C,
59617,B07DGGJZF8,I,
70835,B07B6R8P52,C,
71581,B08HQNYGL2,I,
99473,B07PXCD9TJ,E,
111041,B07RN43X8T,C,
50795,B00CS075E4,I,
110668,B079YTNVGK,E,
72009,B07PSBCFS9,S,
99557,B07BS69G8X,S,
53039,B07DH68WK2,S,
41087,B07FM9JFFL,C,
69890,B00KCPDHWQ,S,
35011,B004W55086,S,
25227,B07S1BXY2F,S,
58321,B00PRTKS1U,I,
49726,B00SCDH6DG,C,
7113,B07BRVNMH3,I,
111619,B08YWLLNNL,E,
96474,1951292294,S,
106438,B089M178BG,S,
87730,B078SGCBXL,S,
18350,069284838X,S,
41590,B07PR4S35H,C,
761,B08N1NLLGN,S,
70886,B01LYAGJI2,C,
10387,B00MXZ5NIE,E,
77925,B07L8RZC3C,E,
2253,B01FJIS022,S,
101025,1570757763,I,
1647,B07BH7L2VK,I,
25000,B07H8LJSDZ,S,
26209,B00GNI0DNM,I,
72689,B07DFKDJ6R,I,
240,B00YT168WA,I,
59814,B06ZZ6B28N,S,
22,B007RC6ZSA,I,
46809,B000002KC2,S,
108096,B07VT87881,C,
101184,B07CX8SDZX,S,
25042,B07PPH61V9,S,
75809,B019FV0UVI,I,
30890,B07GZHXBPJ,E,
85044,B079KN5CBJ,C,
2143,B073HSB796,S,
56817,B0942B1PH9,E,
16653,B07DLN65NZ,E,
42943,B00MULXWMU,E,
83459,B01ENRXHLO,I,
81963,B00H95ONYS,E,
48202,B07WBXHDGT,C,
36223,B07CJDKSVX,C,
60710,B01K4UE6C8,C,
15483,B08C7DSS4M,E,
81253,B01CF9RDW6,C,
56026,B08R3K8QP8,S,
19522,B07MX2SYY9,C,
11356,B083BCTY9L,S,
29734,B0769ZKZ8B,C,
85407,B07GRWNGBR,I,
56712,B078K7398B,S,
74411,B07F1YS3NB,E,
64713,B07GB1D7PF,I,
12523,B00T43NR0E,I,
26655,B0753KMW66,C,
84613,B07QWH7HTC,E,
55583,B076TL38DP,C,
115652,B019PENQ7K,C,
114085,B089B68BWQ,C,
21094,B000I1TJW6,C,
23096,B00JJRJGUU,I,
112999,B07KQ1MKTR,S,
106398,B07RBBBJVH,E,
103266,B088YYF5DV,E,
87469,B011NT1ODS,E,
19850,B00HEYJ08S,S,
26430,B07NHRZDRM,S,
74878,B00996GVD6,C,
77006,B07L7ZZHMH,C,
114827,B076H7GXLW,E,
56953,B078RXNBWQ,I,
499,B07N6QGK9L,C,
11623,B00PNXI5CE,I,
73504,B07KR1FF38,E,
35946,B008PFB3HG,I,
51556,B07DCLWMR4,I,
81394,B00FODKYRW,I,
110134,B07CYYGTFH,S,
6811,B084YR4F6L,E,
80149,B07VBJ7G8H,E,
86294,B0725KCT9D,S,
114397,B07T4FJK1Y,C,
24965,B07ZJ8Z6BJ,E,
1089,B01CUXWUB6,C,
33377,B00JNLI9VE,S,
513,B07LG3X715,I,
7841,B00IHVQ2FQ,C,
83568,B0878ZV7RJ,I,
332,B08MWDVWQ2,S,
36801,B01B13ABSU,S,
59147,B07RHQJ851,C,
92680,B00UFG81IC,S,
93142,B007QUZ16A,S,
2804,B0741XLTR5,C,
20496,B0190UX1HO,E,
61195,B076M7CCYQ,E,
102923,B09FLD1HP6,I,
88469,B016W5UHOU,E,
57378,B00CMAG6BI,S,
110788,0448484277,E,
30269,B07JC2R5T6,I,
7821,B07GLK1NC2,I,
53501,B00FFUPTX8,C,
100086,B00HYQP72O,E,
153,B081CGTJB8,S,
163,B083852LZF,I,
101875,B07VCNGQGW,E,
34860,B01MRV53YT,I,
41187,B07Y15BNGD,E,
83635,B07SQ7CWSZ,S,
48871,B07TDM97CS,I,
91336,B078PV5KBX,C,
107547,B07DRQFYRK,S,
58526,B00ROX6VRW,E,
10024,B07R7BD9GW,E,
21426,B08YJX9NYV,E,
1764,B06VSPJ7GZ,S,
17445,B07SL3BDF9,E,
46093,B07QV839G5,E,
109636,B00XKXVOYK,I,
52950,B089ZQJNGT,E,
49409,B005S6RYH8,C,
16841,B07HXBJYC8,S,
79848,B077JH8ZGL,E,
5730,B00NMFNKIY,I,
50790,B001E4ODXG,S,
9959,B072HZTX3R,E,
89511,B07B46GG1P,E,
39255,B0868GWPNY,S,
57703,B079D3NHWL,I,
76452,B079LXG8XH,S,
27228,B07VWWQ5VR,S,
56706,B01GII8XRE,S,
87976,B06X9P2D8T,S,
80144,B00W6EW2KE,S,
7598,B079VJF51F,E,
45336,B00T7WNHPC,C,
100323,B004OSSCYA,I,
50421,B07TJKWZVG,E,
91934,1484605241,I,
110427,B079DC5N8C,I,
470,B007HRGZDK,S,
19130,B077R928NJ,S,
83,B0936MVSJT,I,
1462,B08SJGL3PG,S,
7878,B07Z14RWWB,C,
32597,B08XQKMNZF,E,
7063,B07XZ5K3K4,E,
172,B07ZFM4BT8,I,
91654,B09B218PBW,S,
14582,B07PH51YKH,C,
37167,B06XB92M6R,I,
27398,B07V4Q68L8,I,
108133,B081RMGKV6,I,
46289,B00005C4KF,I,
39523,B003FNMGJM,S,
26647,B001ENOLZ2,E,
55890,B07YFBW8HQ,I,
105259,B00HMC47J4,E,
49045,B07RNP6KYG,E,
77900,B07MP5SNWP,E,
66184,B072MM7MQX,C,
107861,B091T3H7B4,E,
63905,B07GZTZNFH,E,
25006,B0000C6ECF,I,
13082,B094912X3L,S,
357,B07F48HCN2,E,
3233,B000CI1QQ2,C,
81166,B07N5HZNTN,E,
80926,B089B2CZCD,S,
91111,B0000DH8IT,E,
105186,B07KSHP7VX,I,
80900,B09BMXC36Y,C,
115,B07RLLCV3P,I,
75976,B07G7GNJFP,C,
7015,B00ASYOTKU,I,
388,B081JMW6FJ,I,
94244,B07L4THGR1,C,
75806,B019TUCOM8,I,
40469,B07MBXCDFW,S,
55356,B06X19FVN8,S,
3270,B07GRDR7SZ,S,
23087,B077R1B7LV,I,
47589,B009GHNJVK,C,
100268,B07F27K23P,C,
96056,B081SHJRGD,C,
81257,B07MV23M12,E,
61953,B07W6X8FB2,S,
98301,B075J8TK15,E,
112674,B07BW9VN8B,I,
25791,B07NPP44ZD,I,
6735,B07M5HQ9ZC,I,
56641,B01EN6LT7E,I,
42578,B01KWLFYWA,C,
26801,B079X2ZW6Z,E,
41450,B07X981LYD,C,
107923,B07PCJ82FV,C,
63865,B085R8GJBN,E,
51258,B07ZLCPSXX,S,
2572,B07693Q2L4,S,
14805,B078PPH9KY,S,
940,B092HLP8XD,C,
60573,B01AH27B98,E,
47747,B00P9X7ONO,C,
55371,B01I83FBEU,C,
5869,B094W2K1VY,I,
89434,B07VB5N4S6,C,
3626,B000CESEZM,C,
85036,B084LMX9FM,E,
29431,B094G2N3CL,S,
87805,B0845SJB9C,S,
36261,B07KR2FN89,C,
15111,B07P71VKBK,S,
100744,B071G69TKZ,C,
62910,B07G4HJR5V,E,
1191,B00Y7TZQUY,I,
44716,1635861977,I,
98849,B07HGRK6WY,S,
92008,B072BK3KVK,C,
43699,B07925426M,S,
85688,B0071AKB38,C,
51917,B07M7YM1JC,E,
54006,B08BWP3WQL,E,
14111,B07N2F61SW,I,
19273,B00181B9TG,C,
55460,B06X1F3Y7R,E,
96286,B07L3VQD1C,I,
84573,B075JFGM49,S,
46428,B081VVF84S,I,
5343,B079N4DM13,E,
30908,B000TVWFEY,I,
90543,B06Y33WKVB,E,
42029,B015ES9B52,I,
48615,B07211S6G9,E,
14218,B07W5M7ZRV,I,
32364,B004AI8PNM,C,
62753,B01MA69E8X,I,
91364,B08D6SYQN7,E,
87730,B07BB4C9R9,C,
2922,B07GDXT3PR,C,
104127,B082YYYPKT,S,
53363,B01MXKCYJX,S,
29734,B01N7MPV4H,C,
35565,B000WEKLTE,S,
1459,B08HJDSC3C,I,
15135,B07MWSKNKZ,E,
87156,B0014F66S0,E,
46809,B083LP6PXP,S,
98738,B016LUR08W,S,
109300,B08N4GQYXQ,E,
18510,B07868NRLK,C,
56892,B087B2QCFH,C,
63753,B07P6X1HDM,C,
58713,B004IN4L9G,S,
28564,B00TU9UFTS,S,
38462,B06XG4BHN9,S,
53016,B07C4X2NSH,C,
86527,B0773DVCNY,E,
29065,B07TFRS8G4,S,
113729,B098PPDQ16,I,
30175,B07HYWW9KW,E,
91777,B07MY11KMP,I,
6595,B00006FDBN,I,
75180,B01M214FW4,E,
1582,B07BBWNHG9,S,
95300,B01MG516U2,E,
46705,B07BKR1S9K,E,
52437,B07P6Y7954,S,
40574,B07XQLW1H7,C,
80913,B01LXPJ5B0,E,
857,B08CX9ZMN1,I,
55208,B07QTB77GZ,C,
90029,B07FKL4SB8,E,
84427,B0016QTR10,E,
7529,B07RLVXV5B,I,
1495,B07ND47TQG,I,
114693,B07W41J1JV,I,
100086,B08147F7FJ,I,
63911,B08CFVM1TT,E,
25608,B01N29JSKX,C,
255,B07GD8BS5B,E,
85241,B07QR93TBG,C,
75382,B00VD5NNEQ,E,
98582,B07H2ZX98D,E,
7763,B093KMX8T5,I,
93570,B0788TQB1R,C,
68936,B074RCGYLB,E,
32674,B01NCM02RX,E,
52724,0998363502,I,
47902,B075FWWHLK,S,
201,B07X9N1DXG,I,
53286,B000NNM4BW,C,
80930,B01ACEF2AQ,C,
103041,B01L8JJ80E,S,
21064,B087CRWM8M,E,
15124,B073R7ZHVC,E,
12533,B074WLJDB3,I,
842,B07KT4WKR4,I,
32055,B08SLXLJWF,E,
72362,B001QX2G9S,I,
89727,B012WRIIQQ,S,
88994,B07MVPHTN1,E,
46785,B07CQ1L1WV,S,
53229,B07QS5ZJ21,S,
31949,B07T57YYZK,S,
70533,1838985093,C,
100828,B01D0S1R1Y,C,
7033,B0851R6VKQ,I,
53171,B07GQ8DKH5,E,
25314,B07Q64RFKN,I,
101178,1567312489,I,
101486,B005MZ79EI,E,
104423,B088WBGX8H,I,
24165,B07MNXTWMC,C,
71792,B075VNHLKL,C,
50909,B07JCVN4JV,E,
92768,B00J6AS30Y,S,
97867,B004JGOASY,I,
33495,B07GBTXV1B,E,
92559,B07DJ1KVSR,E,
80563,B074FW4JYT,C,
22228,B07JZNZ8HG,S,
66907,B014XQZ9AM,S,
25279,B07MZD977Y,E,
25106,B07NVJ7775,E,
24001,B076Q2CD69,S,
15711,B097DBXLKK,I,
40490,B07JDGQR7C,C,
42330,B00G0D33TG,E,
97201,B07GNTCJVT,C,
12339,B01N7KAP3V,C,
11965,B072FHKM3S,E,
99478,B086Q92563,C,
1660,B07T8XQXCQ,E,
96779,B07YCRMM74,S,
109022,B01M11242U,E,
68521,B07R78RCP6,C,
56724,B074GMTG84,E,
79742,B0822ZT62Z,S,
35903,B07ZF43L1S,S,
105326,B01L2ZRYVE,S,
71044,B07S37JSBL,C,
33912,B08P8GGD17,E,
62,B00PFCT2R0,I,
66301,B01JR0VK3Y,E,
80932,B08ZYWZR5Y,I,
51548,B075RCS81B,C,
21577,B0045WV4G8,C,
87122,B08GKKJYFR,E,
44722,B014JG7GFC,I,
48858,B087NM97RY,C,
47902,B003YCCJZ0,S,
42034,B07YBKCS99,I,
56984,B07NYVFLGX,E,
23066,B01FMN2GQA,I,
105410,B0076F6EPW,C,
115602,B08T7594Y3,S,
19238,B00OG4UFU6,E,
26010,B0778ZG416,S,
71723,0060935464,I,
19712,B07NY8VX89,S,
47845,B0711V2R5K,C,
48867,B07W5N2K48,C,
7279,B0954RP4KV,E,
7276,B09CPLGV4H,E,
5502,B072MLVD79,C,
51192,B07Q8V5H4N,S,
87014,B00SQXVF7A,S,
60811,B0086VYDW6,C,
71704,B08R5QXHYS,I,
9384,B01MYMVPVX,I,
88821,B00M38FQ8S,I,
92817,B07C2H586Y,S,
51779,B0973LSYS2,E,
68643,B07NMNGRVF,I,
88962,B0044MV4D2,C,
54796,B07F2Q177X,C,
41172,B0814BYTVY,C,
102821,B00ARSDU34,E,
1850,B0744RL87G,S,
9754,B07SFBZ8JM,C,
45889,B07QK891WZ,C,
55215,B08DG642DQ,S,
90971,B01IR96U04,C,
57989,B07LDFJ9QM,S,
89843,B00NR76PIE,E,
37198,B07FTTGM6N,I,
109299,B07M6JH3JF,E,
104549,B07GN1CJ9B,E,
111852,B07N8V7325,C,
1229,B07MC9KHK3,S,
172,B07GVHSSWR,E,
45973,B07Q5HJVYZ,I,
97804,B078MKYN9W,S,
7695,B07G4G1QBR,S,
52949,B07147CGJ4,C,
66191,B08CY64V34,I,
27843,B01N0MJBYT,C,
103157,B07DNPL5CV,C,
3372,B072PQGT9L,E,
58024,B075R3MKP2,E,
43012,B07XCSKLX9,C,
15273,B07WT7X41V,I,
36714,B07SQNGZ8R,E,
106869,B071H86WZ1,S,
95335,B0012NZK8G,C,
7498,B087BGVSPS,S,
74947,B07WN2F77W,I,
83498,B07XTNHM33,I,
52259,B07L44GNSC,S,
4776,B07T9YQZJ1,S,
109802,B089QJ98WX,C,
86441,B08HYVR5HM,E,
28705,B01LX3E3UQ,E,
19621,B082GCCF6D,I,
29712,B08NH8M8YC,S,
85244,B06ZXY43VC,S,
7883,B07T2FZBPK,C,
4630,B074TB5MG5,C,
81792,B07GVY1WXF,I,
5224,B083D5KCLJ,C,
10550,B07WKF47RM,I,
66888,B07DCJ98X6,I,
87507,B000JGJC18,C,
62686,B08HP4K7KC,I,
913,B07MBDZCXT,E,
5731,B08D8L4WDK,C,
52537,B07NDLHJW1,S,
5095,B0772SXXQ3,S,
99438,B08BZ9YQW9,E,
201,B07N12VBMV,S,
79921,B07G35PVQP,E,
19643,B07TJHPC1X,C,
78537,B07CZYLNKD,E,
85573,B0876N9341,E,
17778,B07ND95K9Y,C,
8464,B06XHQ5L56,C,
26647,B01MA6BG4U,E,
11772,B0948H4YKR,E,
31854,B003GEKXRM,C,
37049,B07VZTT6H6,E,
45779,B0031C2JJO,I,
39545,B082LTPBMJ,I,
32839,B07JFH529B,C,
3620,B06XRG7DVD,C,
42149,1250066115,I,
62976,B01KW1XVX4,E,
15635,B01EKE5UIS,S,
69935,B00JGQLZJ4,S,
36589,B07KRY43KN,S,
54382,B07HKQ61NV,S,
101098,B013I0382A,E,
102547,B0018TYI2I,C,
104119,B07GXVKJ8L,E,
81866,B00TPZROJ6,C,
115479,B01N4JLYDW,S,
71704,B0781PG14B,I,
59204,B000CMSBCU,C,
45800,B01IS0FW7O,S,
15182,B0874WWKB5,I,
29337,B00IZHXUM0,E,
5626,B00Q7EPSHI,I,
7534,B081V7JJ26,C,
31533,B009T8BRY2,C,
63188,B07ZF6V941,E,
98685,1630945315,S,
87665,B07HRFP78Z,C,
70418,B085SVL484,C,
110994,B01G882DVG,I,
80149,B09GFYR6W7,E,
6062,B07DB3V5QW,I,
64266,B07VMKGK25,C,
37156,B079K5BG2Y,E,
19242,B08FCW4N3Q,E,
46305,B0871XT2TN,I,
14582,B07T46RXNN,E,
42384,B01FTZJD26,C,
94968,B01F1AHQQE,E,
26389,B000KIDVJE,E,
1180,B00R3N0BDS,E,
55,B07NZZSTJG,C,
63808,B08CGYXK2S,I,
31002,B07K565B5M,I,
111131,B01FY9UFPQ,S,
89362,B084DWM5XZ,I,
96860,B07WS25NNN,C,
1632,B07LGPW59N,E,
58591,B081TTGS5T,E,
64828,1945056851,I,
14094,B08BYB7HDR,S,
90614,B07CRWJKB4,E,
84960,B07VG65JFT,C,
114170,B09575SWX5,I,
27628,B0743X2LLJ,S,
62321,B07B8V8SQ6,S,
42230,B07GMB86G7,S,
69866,B09J4G82RX,E,
1481,B08B4GW4F4,I,
8876,B07YSSFTRH,E,
35812,B07WCMB2K5,I,
50741,0743276396,S,
112302,B012DHBZ2Y,S,
20025,B003SNDNQ4,E,
68896,1484236696,S,
29741,B01I94LOSA,S,
67029,B07PY5ZTKK,I,
5502,B01N7JSHSG,C,
46710,B01KGE5JZ0,S,
66538,B008FV74B4,I,
89380,B081PKW617,S,
59575,B07H9Q7LQP,C,
10494,B002KW3OQS,E,
7885,B07YF9GSTX,C,
110406,B00MX4HBNK,C,
4754,B008427D88,I,
102255,0374380104,S,
76140,B0741FTPXD,I,
103766,B00SJGI12G,S,
61422,B07SCW8VKR,E,
35634,B076CHG7D1,S,
47309,B00FDYB7AA,E,
100624,B07DRCV6Q7,I,
59458,B06XFVKMDH,I,
46373,B07MXB4R9V,I,
69421,B0897N63KL,C,
47541,B0846MPBYZ,E,
20344,B00OMVQE44,E,
26944,B00TTV7YB4,I,
74277,B09991VPX6,E,
105126,B07BVWKMF1,C,
42834,B07QKFG3KT,S,
98057,0865715084,S,
93619,B079H9N1LC,E,
88841,B00000B5OF,I,
